"name","Cup116m_Mean","Cup116m_Stdv","Cup116m_Min","Cup116m_Max","Cup114m_Mean","Cup114m_Stdv","Cup114m_Min","Cup114m_Max","Cup100m_Mean","Cup100m_Stdv","Cup100m_Min","Cup100m_Max","Vane100m_Mean","Vane100m_Stdv","Vane100m_Min","Vane100m_Max","Temp100m_Mean","Temp100m_Stdv","Temp100m_Min","Temp100m_Max","Sonic100m_Scalar_Mean","Sonic100m_Scalar_Stdv","Sonic100m_Scalar_Min","Sonic100m_Scalar_Max","Sonic100m_Dir","Sonic100m_Vector_Mean","Spd","Spd_stdv","Spd_min","Spd_max","Dir","Dir_stdv","W","W_stdv","Available","CNR","Broad"
"201509301550","6.9442","0.848468","4.6631","9.1397","6.94874","0.879813","4.34523","9.40726","6.90272","0.906334","4.45079","9.49217","298.311","6.95765","274.371","314.174","12.3354","0.0755223","12.2333","12.4593","6.84807","0.882325","4.08932","9.72348","294.688","6.79613","6.98","0.9","4.9","9.39","295.5","8.25861","0.1","0.52","100","-15.7493","1.07"
"201509301600","6.16541","0.532685","4.24638","7.53641","6.15528","0.539353","4.29746","7.68492","6.12047","0.541775","3.93151","7.69726","300.38","8.01939","275.44","320.156","12.4328","0.0708537","12.3331","12.5509","6.05993","0.603587","2.95772","7.61762","297.456","6.00021","6.29","0.61","4.35","7.85","296.8","11.9155","-0.48","0.43","100","-14.6663","1.09"
"201509301610","6.43449","0.600379","4.30776","7.79167","6.43974","0.613735","4.4397","8.01558","6.39634","0.655734","4.63872","7.86223","296.449","6.90488","276.711","314.987","12.3398","0.0444214","12.2922","12.4784","6.33454","0.680562","4.52239","8.15169","292.856","6.28011","6.46","0.76","3.78","8.32","293.8","8.37712","-0.01","0.39","100","-15.7531","1.06"
"201509301620","7.10705","0.383245","6.07898","8.43431","7.10913","0.394818","6.03884","8.3972","7.10942","0.404302","5.99798","8.21182","297.142","4.98211","284.905","309.539","12.2941","0.0249988","12.2398","12.3342","7.03437","0.412015","5.52826","8.64017","293.157","7.00709","7.24","0.54","5.9","9.17","293.3","6.58723","0.24","0.29","100","-16.4871","1.05"
"201509301630","6.67144","0.753284","4.50005","8.12195","6.69697","0.754719","4.57966","8.11867","6.67673","0.770341","4.66752","8.13492","304.997","3.16991","292.208","316.609","12.3582","0.0434732","12.2577","12.4189","6.55695","0.7298","4.38731","8.17639","301.839","6.54649","6.81","0.84","4.79","8.67","302.1","4.9075","-0.07","0.52","100","-15.9349","1.03"
"201509301640","7.12986","0.506188","5.63777","8.44458","7.14228","0.501519","5.71908","8.45872","7.13089","0.563112","5.45345","8.55256","297.82","4.64317","284.34","312.78","12.3204","0.0283929","12.2738","12.3851","7.06195","0.57853","5.35836","8.75865","294.395","7.03862","7.26","0.64","5.57","9.57","293","6.75211","-0.09","0.41","100","-16.0278","1.05"
"201509301650","7.10419","0.607887","5.32877","8.59108","7.13412","0.604746","5.46732","8.67792","7.14781","0.643404","5.63846","8.74327","298.034","3.56748","287.976","310.481","12.2922","0.0201749","12.2612","12.3487","7.06563","0.647249","5.50091","8.68049","294.301","7.05156","7.26","0.72","5.64","8.96","295.1","5.44281","0.32","0.41","100","-16.4273","1.02"
"201509301700","6.80036","0.816549","4.59544","9.29979","6.79309","0.840132","4.7719","9.20211","6.7608","0.874134","4.10929","8.59143","298.633","5.43257","271.452","313.354","12.3068","0.0364342","12.2413","12.3676","6.70252","0.819764","4.02592","8.98924","295.755","6.67236","6.97","0.85","4.55","8.93","295.7","6.05146","-0.47","0.45","100","-15.3081","1.06"
"201509301710","7.26227","0.661807","4.58869","8.74659","7.293","0.672744","4.78455","8.85579","7.1829","0.684292","4.89003","8.85515","305.161","4.92656","286.071","317.504","12.2484","0.0589967","12.1326","12.3491","7.06535","0.660321","4.18527","8.62736","302.075","7.03676","7.34","0.76","5.44","9.45","300.8","5.98328","0.04","0.39","100","-15.5139","1.05"
"201509301720","7.26004","0.54535","5.75135","8.65187","7.29612","0.556993","5.79528","8.72169","7.18348","0.595055","5.87887","8.57018","307.084","5.2051","291.174","323.113","12.1832","0.0293067","12.1299","12.2613","6.98982","0.642222","5.27887","8.49894","303.427","6.95715","7.23","0.8","4.67","9.49","302.9","6.07567","0.15","0.43","100","-15.8881","1.04"
"201509301730","7.23148","0.821268","5.29863","9.38414","7.27848","0.851928","5.33525","9.18985","7.26784","0.868421","5.2345","9.47043","304.095","6.66124","284.332","325.844","12.2388","0.0208455","12.1965","12.2787","7.11076","0.821714","5.19461","9.77151","301.06","7.06288","7.34","1.04","4.85","10.19","301","8.15901","0.02","0.45","100","-15.5095","1.04"
"201509301740","7.21073","0.58654","5.56896","8.72658","7.26175","0.596286","5.7577","8.85579","7.20677","0.616208","5.84666","8.88548","303.413","3.90164","292.234","319.094","12.2183","0.0286057","12.1528","12.2634","7.07288","0.592166","5.44728","8.9043","299.835","7.05503","7.27","0.73","5.21","9.62","300","5.21179","0.08","0.36","100","-15.5759","1.04"
"201509301750","7.02235","0.788895","4.86185","8.64108","7.05374","0.790017","4.77506","8.72536","7.00853","0.839431","4.80243","8.65584","303.7","4.40433","288.536","324.56","12.2432","0.0465374","12.1696","12.3193","6.90251","0.850045","4.80935","8.82177","299.917","6.88026","7.1","0.96","4.44","9.94","299.2","5.9672","0.15","0.39","100","-15.1073","1.06"
"201509301800","6.97096","0.609428","5.6661","8.616","6.98583","0.646627","5.55537","8.71803","6.95685","0.678282","5.61039","8.79512","294.606","4.84868","279.621","312.335","12.2117","0.04158","12.1614","12.3186","6.88371","0.662246","5.44568","9.01027","291.229","6.85658","7.04","0.72","5.3","8.73","289.6","4.45071","-0.15","0.32","100","-15.1116","1.06"
"201509301810","6.67288","0.638555","5.04029","8.22772","6.67624","0.646774","5.09614","8.24081","6.69235","0.650124","5.22309","8.41759","295.767","4.84721","277.545","314.716","12.1663","0.0235505","12.1269","12.2377","6.61423","0.633881","4.75691","8.55115","292.421","6.59115","6.79","0.78","5.22","8.6","289.9","5.62607","-0.12","0.39","100","-14.4034","1.07"
"201509301820","7.16528","0.671618","5.56751","8.70625","7.19268","0.690843","5.35257","8.76222","7.17966","0.690738","5.50945","8.58434","297.092","5.31805","283.957","314.029","12.1583","0.0234089","12.124","12.2198","7.09897","0.704719","4.9259","8.67155","293.687","7.06638","7.27","0.77","5.45","8.77","291.3","5.35553","-0.08","0.32","100","-14.6035","1.07"
"201509301830","7.20728","0.433333","6.01038","8.36987","7.24728","0.441398","6.09959","8.61309","7.23127","0.429094","5.96105","8.51404","306.409","4.28415","292.701","317.79","12.1418","0.0223569","12.1074","12.2198","7.06316","0.420319","5.71743","8.3408","303.535","7.03884","7.31","0.55","5.26","8.88","304","5.92","0.11","0.33","100","-14.6692","1.07"
"201509301840","6.78109","0.550031","5.19903","8.32636","6.78919","0.557809","5.14979","8.4142","6.7523","0.60071","5.22309","8.5808","302.767","4.99495","280.881","318.902","12.1768","0.0309965","12.1074","12.2379","6.65862","0.593294","5.06806","8.57963","299.812","6.63108","6.89","0.64","5.49","9.13","299.4","6.48782","-0.22","0.38","100","-14.0695","1.08"
"201509301850","7.33391","0.454923","5.63481","8.72821","7.36496","0.453991","6.00469","8.45184","7.36348","0.479294","5.84186","8.46554","299.514","3.79518","288.73","310.43","12.1657","0.0289528","12.1269","12.2224","7.2733","0.470863","5.81124","8.71097","296.021","7.25507","7.49","0.61","5.78","9.3","293.9","5.26268","0.12","0.3","100","-14.9605","1.07"
"201509301900","6.99785","0.781056","5.1421","9.27894","7.02785","0.786488","5.33128","9.29725","7.01811","0.726502","5.45484","9.17652","299.517","4.44381","286.044","312.881","12.185","0.0302482","12.1267","12.2613","6.90801","0.705795","5.34575","9.26603","296.209","6.88516","7","0.77","5.28","9.59","295.8","6.61596","-0.08","0.35","100","-14.4681","1.07"
"201509301910","6.82975","0.591771","5.30515","8.81342","6.82928","0.611769","5.20967","8.67792","6.80326","0.66503","5.14584","8.50708","293.475","4.89011","276.31","308.325","12.2082","0.0377404","12.1271","12.2703","6.75241","0.632598","4.88038","8.94926","289.953","6.72745","6.99","0.76","5.19","9.57","289.8","5.62148","-0.15","0.37","100","-14.376","1.07"
"201509301920","6.47247","0.627451","4.54674","8.17608","6.49766","0.642796","4.49181","8.2083","6.55937","0.687006","4.30671","8.29353","300.168","4.26772","282.257","317.132","12.2136","0.0611534","12.1238","12.3447","6.47344","0.683552","3.84241","8.814","296.722","6.4536","6.68","0.88","4.18","9.1","296.1","6.50582","0.07","0.42","100","-14.5487","1.08"
"201509301930","6.69505","0.367417","5.582","7.83546","6.65384","0.371863","5.16959","7.96656","6.68691","0.410159","5.48691","8.14127","284.533","6.04666","270.298","307.4","12.2492","0.0469996","12.1767","12.3428","6.70381","0.446854","5.19265","8.74951","280.993","6.66792","6.78","0.5","5.05","8.69","278.8","6.84954","-0.11","0.37","100","-13.297","1.08"
"201509301940","6.54903","0.741843","5.08886","8.21151","6.52302","0.750468","4.90606","8.23754","6.55077","0.771276","4.71908","8.32669","285.842","6.06597","263.502","299.389","12.1595","0.0190382","12.1238","12.2188","6.53067","0.760598","4.68907","8.67762","282.358","6.49402","6.65","0.85","4.63","8.79","280.4","6.51091","0.02","0.31","100","-14.0213","1.09"
"201509301950","5.80299","0.628461","4.1884","7.8768","5.77658","0.654776","4.09094","8.15364","5.82766","0.714856","4.40341","7.94899","285.484","7.73787","260.431","306.356","12.1492","0.026982","12.1048","12.2249","5.82031","0.687557","4.21849","7.84985","282.455","5.7604","5.98","0.85","4.35","8.88","279.6","8.77655","0.02","0.32","100","-13.6399","1.1"
"201509302000","5.97167","0.359153","4.66808","7.19292","5.94052","0.354351","4.67522","7.19369","5.9393","0.369114","4.51039","7.30808","281.96","5.55963","264.131","296.94","12.1461","0.0224109","12.1055","12.1999","5.97816","0.364898","4.48698","7.26116","278.376","5.9493","6.05","0.41","4.66","7.18","277.7","6.57039","-0.16","0.31","100","-13.3515","1.1"
"201509302010","5.99685","0.362787","4.55715","6.98753","5.96724","0.371521","4.45238","6.79806","5.99616","0.392962","4.63675","6.96899","283.218","3.03239","275.086","296.345","12.129","0.0114186","12.1051","12.1587","6.03724","0.380504","4.56968","7.03628","279.331","6.02962","6.09","0.48","4.79","7.26","279.9","3.59424","0.01","0.25","100","-14.1795","1.09"
"201509302020","6.20709","0.415096","5.02043","7.18555","6.18714","0.426255","5.06379","7.22093","6.20604","0.435504","5.16554","7.33874","282.995","6.02784","265.788","297.748","12.1674","0.0285341","12.124","12.2196","6.249","0.45926","4.57857","7.59219","279.305","6.2171","6.33","0.63","4.72","7.98","279.9","6.39223","0.11","0.29","100","-14.0419","1.1"
"201509302030","6.30973","0.446574","5.11655","7.64645","6.27167","0.473179","4.89495","7.50557","6.26807","0.497925","4.83772","7.56104","284.712","4.47968","269.169","296.572","12.1898","0.0244275","12.1431","12.2385","6.28373","0.495898","4.66275","7.48674","281.071","6.26629","6.35","0.57","4.97","7.98","279.3","5.77612","-0.29","0.29","100","-13.2638","1.12"
"201509302040","6.56883","0.604599","5.0544","8.14733","6.53176","0.620859","4.77611","8.19214","6.58394","0.667261","4.86809","8.45865","285.098","4.17663","274.605","298.086","12.2049","0.0241228","12.1622","12.2728","6.61826","0.642127","4.70287","8.39773","281.534","6.59891","6.67","0.64","5.08","8.44","281.5","5.75748","-0.01","0.28","100","-13.438","1.11"
"201509302050","6.97576","0.428187","5.35393","8.04677","6.94819","0.434605","5.67797","8.16003","6.95422","0.410337","5.67434","8.27377","283.965","4.28564","268.826","296","12.2213","0.0257581","12.1782","12.2919","6.96931","0.410781","5.63285","8.3319","280.326","6.95133","7.08","0.51","5.46","8.48","278.9","4.73665","0.09","0.26","100","-13.956","1.1"
"201509302100","6.64708","0.317094","5.45715","7.72833","6.63087","0.321115","5.46732","7.75339","6.68561","0.346352","5.73059","7.76873","284.693","3.65842","272.619","295.149","12.222","0.0302243","12.1622","12.2919","6.71217","0.339964","5.74666","7.94346","280.888","6.69844","6.81","0.43","5.37","8.13","281.4","5.38693","0.21","0.28","100","-14.0333","1.11"
"201509302110","7.18653","0.366699","6.25417","8.46864","7.18766","0.360795","6.24147","8.28346","7.19664","0.344429","6.09414","8.17639","286.653","3.9363","271.215","298.529","12.2698","0.0325579","12.2007","12.3338","7.1854","0.353257","5.9396","8.29015","282.982","7.1688","7.29","0.52","5.71","8.58","283.3","4.46421","0.08","0.3","100","-14.1617","1.12"
"201509302120","7.34495","0.445389","6.17782","8.53644","7.32605","0.457106","6.09608","8.46907","7.34322","0.522904","5.88861","8.76172","290.223","4.97093","274.986","302.475","12.2985","0.0467277","12.219","12.3581","7.30852","0.529818","5.70541","8.89235","286.797","7.27892","7.38","0.61","5.69","9.1","284.7","5.747","-0.15","0.36","100","-13.375","1.15"
"201509302130","7.4187","0.503335","6.05306","8.73555","7.41529","0.531351","5.72061","8.76222","7.41223","0.607296","5.57681","8.80258","291.831","4.49871","280.373","307.627","12.3269","0.0261845","12.257","12.3832","7.39329","0.596797","5.43004","8.94606","288.138","7.3699","7.64","0.67","5.64","9.3","287.9","5.58649","0.12","0.47","100","-13.9284","1.12"
"201509302140","7.53342","0.644698","5.88275","9.44844","7.52843","0.655866","5.94921","9.59518","7.52137","0.654227","5.70917","9.19281","290.898","7.58191","273.769","307.723","12.3529","0.028428","12.2768","12.4021","7.50214","0.638313","5.80662","9.5741","287.545","7.43304","7.56","0.82","5.17","10.09","287.9","8.42528","0.14","0.35","100","-13.5303","1.15"
"201509302150","8.02208","0.535717","6.34766","9.95872","8.02085","0.556765","6.33865","9.86122","8.01033","0.595443","6.2556","9.87796","294.038","4.63793","283.642","311.172","12.3987","0.0377457","12.3445","12.4941","7.94429","0.55607","6.30544","9.96888","290.588","7.91531","8.14","0.71","6.57","10.55","289.6","5.83062","0.13","0.4","100","-14.0491","1.13"
"201509302200","8.22558","0.708206","6.15992","9.93474","8.21937","0.722472","5.98946","9.89904","8.11035","0.772264","6.09065","9.67662","293.745","5.10583","273.866","307.89","12.4075","0.0217055","12.3502","12.4578","8.06899","0.811406","5.78761","10.0412","290.524","8.03332","8.26","0.76","6.05","10.06","289.6","6.28516","0.01","0.29","100","-13.6587","1.14"
"201509302210","8.40141","0.511801","6.51747","9.83529","8.4257","0.547543","6.36536","9.86117","8.39948","0.593181","6.41066","9.95421","299.279","4.72226","281.867","310.945","12.4137","0.0405153","12.3628","12.5103","8.30578","0.564709","6.00174","9.87483","296.349","8.27616","8.58","0.67","6.72","11.17","296","5.52427","0.12","0.36","100","-13.9124","1.14"
"201509302220","8.29076","0.65278","6.52349","9.89424","8.33141","0.677533","6.25622","9.84234","8.31275","0.720927","6.39518","9.8757","300.602","7.55811","276.843","317.543","12.3901","0.0333784","12.3439","12.4942","8.17847","0.699241","6.00843","10.6178","297.475","8.10305","8.41","0.75","6.04","10.66","296.4","7.87287","0.13","0.42","100","-14.0138","1.13"
"201509302230","8.48227","0.458391","6.59875","9.64238","8.54484","0.46097","6.7458","9.66255","8.58426","0.435419","7.15136","9.89691","301.506","3.22839","293.019","313.056","12.3987","0.0207196","12.3445","12.4487","8.44357","0.445505","6.69926","10.2014","298.157","8.42727","8.69","0.64","7.14","10.73","297.8","3.80314","0.17","0.34","100","-14.7498","1.12"
"201509302240","8.54615","0.473581","6.88932","10.0559","8.57998","0.478076","7.06533","10.0438","8.54673","0.504536","6.74171","10.3231","301.039","3.49304","289.657","310.394","12.3794","0.024908","12.3329","12.4372","8.42161","0.48561","6.40045","10.4119","297.709","8.40298","8.72","0.6","7.13","10.32","296.5","4.17088","0.16","0.44","100","-14.4852","1.09"
"201509302250","8.55252","0.682337","7.17574","10.8973","8.59494","0.693627","7.20852","11.1074","8.55686","0.680005","6.63998","10.6821","304.696","4.20541","292.3","317.153","12.3724","0.0334711","12.3298","12.4565","8.38044","0.650482","6.36002","10.7922","301.74","8.35398","8.58","0.7","6.71","10.43","300.8","5.26599","-0.04","0.34","100","-14.1547","1.1"
"201509302300","8.08641","0.416472","6.39358","9.6289","8.12062","0.44033","6.29528","9.76776","8.10668","0.49877","5.93946","9.6024","301.754","6.32901","284.087","315.489","12.3637","0.0355722","12.3109","12.4448","7.9847","0.509883","5.36479","10.3181","298.786","7.93086","8.26","0.57","6.51","10.18","297.2","6.90505","-0.19","0.32","100","-13.9412","1.13"
"201509302310","8.18962","0.703774","6.75696","10.51","8.23829","0.716893","6.74364","10.5894","8.24763","0.711287","6.5172","10.783","304.334","4.72543","289.81","319.318","12.4082","0.0387919","12.343","12.4752","8.11974","0.700708","6.39419","10.8354","301.617","8.0912","8.35","0.77","6.55","10.43","300.2","6.45999","-0.14","0.37","100","-13.2186","1.13"
"201509302320","8.19695","0.871761","5.91535","10.4064","8.22472","0.92418","5.97598","10.4891","8.15373","0.984094","5.75218","10.5398","305.544","5.67437","287.214","323.957","12.3982","0.0451017","12.343","12.5089","7.9906","0.936612","5.61324","10.4138","302.75","7.94998","8.26","1.12","5.89","10.86","302.7","5.22344","-0.08","0.52","100","-14.1662","1.15"
"201509302330","7.51757","0.725351","5.97835","9.68306","7.5344","0.728809","5.96089","9.74009","7.42362","0.734282","5.56233","9.41024","300.688","4.76759","285.519","319.117","12.3692","0.0293445","12.33","12.4372","7.34586","0.748455","5.3956","9.39839","297.167","7.31628","7.48","0.88","5.47","10.57","296.1","5.74761","0.01","0.49","100","-13.8193","1.12"
"201509302340","7.18314","0.736625","5.18778","9.43981","7.19417","0.749031","5.13749","9.6265","7.15249","0.809368","5.04022","9.28348","297.061","5.32243","282.104","311.03","12.3783","0.0434134","12.3149","12.437","7.11883","0.761028","4.96759","9.24275","294.269","7.08608","7.28","0.9","5.45","10.13","293.4","8.15794","-0.18","0.45","100","-13.0367","1.12"
"201509302350","8.78758","0.716845","6.93921","10.6516","8.80877","0.743218","7.06533","10.8836","8.78596","0.699315","7.17332","11.0083","298.912","3.75585","286.046","311.758","12.4126","0.0490808","12.3298","12.5093","8.68383","0.671816","6.85359","10.8496","295.655","8.66293","8.87","0.8","6.71","11.71","295.3","4.52558","0.09","0.32","100","-13.8609","1.14"
"201510010000","8.69301","0.427066","7.43486","10.13","8.7518","0.428707","7.16176","10.4757","8.6904","0.429034","7.37744","9.75198","305.543","3.88732","294.254","318.612","12.3414","0.0189601","12.3113","12.4199","8.48552","0.474914","6.19039","9.9229","302.515","8.4628","8.77","0.56","6.89","10.4","301.5","4.99768","-0.03","0.31","100","-13.9077","1.16"
"201510010010","8.26509","0.755674","6.25601","10.3802","8.31642","0.789775","6.48648","10.3155","8.3066","0.811544","5.72139","10.4435","302.401","6.05952","283.74","322.812","12.3404","0.028431","12.2934","12.4368","8.2049","0.771609","5.97369","10.1462","299.569","8.15625","8.4","0.85","6.5","10.85","299.2","6.10111","0.22","0.38","100","-13.3851","1.16"
"201510010020","8.64136","0.526386","6.73541","10.0314","8.71135","0.55396","6.75445","10.1755","8.71871","0.572083","6.96438","10.3961","305.427","3.16946","291.731","315.688","12.3096","0.0476611","12.1995","12.4082","8.51212","0.549139","6.82836","10.3819","302.327","8.49888","8.83","0.75","6.93","10.83","301.1","4.04356","0.14","0.53","100","-13.6275","1.12"
"201510010030","8.35449","0.787113","5.84252","10.5343","8.39729","0.802787","6.08908","10.5375","8.28512","0.833403","5.03435","10.3804","303.723","6.30975","290.981","328.257","12.3222","0.0468641","12.1997","12.4199","8.16198","0.80749","4.92392","10.6252","300.631","8.10666","8.4","0.81","6.28","10.24","297.4","4.99391","-0.24","0.54","100","-12.8688","1.11"
"201510010040","8.60823","0.683834","6.74187","10.6878","8.6355","0.690063","6.73071","10.6466","8.52882","0.677006","6.52323","10.5183","304.661","6.28189","291.08","325.222","12.3198","0.0283452","12.2596","12.3928","8.39676","0.644026","6.19601","10.3518","301.9","8.34535","8.67","0.8","5.82","11.09","300.9","6.4674","0.11","0.37","100","-12.6251","1.14"
"201510010050","8.9953","0.653798","7.42959","10.9147","9.0424","0.656768","7.4975","10.8291","9.00969","0.724886","7.03183","11.5183","303.613","5.35831","287.294","315.906","12.3243","0.0251653","12.261","12.3853","8.85836","0.723019","6.76158","11.2584","300.502","8.81738","9.14","0.85","7.05","12.19","299.9","6.59856","0.02","0.36","100","-13.3653","1.11"
"201510010100","8.65201","0.602136","6.6611","10.1726","8.67298","0.611034","6.441","10.7244","8.65399","0.670446","6.82015","10.5886","295.241","4.68373","282.187","311.804","12.3304","0.0290005","12.2785","12.4036","8.5302","0.662641","6.42982","10.3346","292.019","8.50103","8.71","0.74","6.37","10.99","290.1","5.27743","-0.09","0.45","100","-12.3798","1.15"
"201510010110","7.9803","0.968759","5.27529","9.85878","7.97065","0.978633","5.28531","9.98536","7.91648","1.00606","5.03787","9.98311","294.126","4.71485","275.251","309.19","12.2471","0.0271934","12.1767","12.2976","7.82418","0.982124","4.5286","10.0972","291.119","7.79593","8.17","1.1","5.05","11.22","289.5","5.89764","-0.23","0.39","100","-12.4415","1.15"
"201510010120","7.84647","0.97396","5.63037","10.1151","7.83802","0.969988","5.81586","10.1879","7.78355","0.988576","5.39999","10.1153","299.482","6.09286","280.702","319.244","12.2385","0.0425397","12.1614","12.3449","7.69132","0.970443","5.19401","10.0758","296.404","7.64499","7.96","1.12","5.62","10.89","293.7","6.7628","-0.06","0.48","100","-11.9445","1.16"
"201510010130","8.20614","0.558267","6.80268","10.1449","8.1872","0.564924","6.66051","10.0389","8.18445","0.584545","6.42232","9.99278","289.223","4.15856","276.46","301.229","12.1946","0.0699204","12.0897","12.3142","8.15456","0.601727","6.47236","10.4585","285.615","8.13264","8.28","0.73","6.57","10.53","284.4","4.86871","0.03","0.35","100","-11.9561","1.14"
"201510010140","8.58048","0.830365","6.73541","11.0856","8.58871","0.833101","6.63954","11.0357","8.61289","0.782682","6.81134","10.6545","289.276","4.80046","274.516","303.48","12.1513","0.0334417","12.1055","12.2436","8.5968","0.773621","6.3884","11.0271","285.825","8.56403","8.67","0.88","6.48","11.4","285.5","5.73617","0.16","0.47","100","-11.7613","1.17"
"201510010150","8.60815","0.440409","7.21515","9.82124","8.62567","0.437007","7.00408","9.80957","8.62013","0.410979","7.49612","9.63822","293.616","3.98361","275.204","303.809","12.1159","0.0225772","12.0512","12.1622","8.58975","0.419276","6.96161","9.96968","290.51","8.56716","8.82","0.58","7.21","10.57","291.5","4.99464","-0.17","0.39","100","-11.9564","1.15"
"201510010200","8.98453","0.564223","6.79611","10.7773","8.96545","0.576217","6.72856","10.7356","8.89054","0.60525","6.61918","10.71","289.147","4.64501","275.821","309.839","12.1643","0.0289886","12.1076","12.2492","8.85348","0.628343","6.27943","10.9201","285.785","8.82188","9.11","0.71","6.59","11.24","283.4","5.14481","-0.17","0.42","100","-11.4279","1.16"
"201510010210","9.12584","0.634075","7.34379","10.4593","9.1402","0.65688","7.42304","10.4731","9.13797","0.699449","7.35159","10.529","296.031","5.71706","282.82","309.961","12.165","0.0234671","12.124","12.2194","9.06356","0.686807","7.14557","10.6358","292.859","9.0125","9.28","0.78","7.3","10.88","291.3","7.23404","-0.04","0.37","100","-11.7876","1.14"
"201510010220","10.2553","0.737547","8.31971","12.5006","10.3228","0.731157","8.55277","12.4749","10.288","0.74772","8.11908","12.3448","309.26","4.29637","294.892","318.969","12.1752","0.0254242","12.124","12.2385","10.0283","0.739358","8.11865","12.2394","306.582","9.99881","10.4","0.87","8.56","12.83","305.8","5.1452","0.03","0.39","100","-11.9283","1.15"
"201510010230","9.75076","0.812386","7.04834","11.821","9.80011","0.825176","7.1277","11.8254","9.75084","0.799025","7.26258","12.029","304.617","6.65408","284.408","316.883","12.1545","0.0319211","12.1059","12.2194","9.57205","0.791107","6.67133","11.8691","302.268","9.50533","9.83","0.93","6.44","12.83","301.1","7.86596","-0.07","0.42","100","-11.3944","1.17"
"201510010240","9.89916","0.619889","8.01894","11.5706","9.94503","0.611902","7.74763","11.7643","9.93313","0.654629","8.18923","11.6957","302.553","3.1985","293.428","313.425","12.1324","0.0221667","12.1061","12.2383","9.7795","0.669112","7.9716","11.6639","299.436","9.76301","10.06","0.83","8.32","12.71","298.1","4.29982","0.21","0.36","100","-12.0737","1.15"
"201510010250","10.5732","0.67326","8.09359","12.0935","10.6332","0.670279","8.24734","12.1775","10.5693","0.706952","8.01614","12.2524","307.138","3.86388","291.245","327.93","12.1413","0.0393149","12.0979","12.2572","10.3218","0.720153","7.87869","11.9903","304.297","10.2938","10.65","0.75","8.6","12.37","302.3","4.09547","0.25","0.31","100","-11.4934","1.16"
"201510010300","10.3429","0.646087","7.95176","11.7633","10.3747","0.651054","8.05587","11.8254","10.3138","0.696312","8.28364","11.9447","302.185","3.87028","290.518","314.036","12.1064","0.0328449","12.0317","12.1624","10.1682","0.731861","7.50585","11.8847","299.38","10.1453","10.46","0.73","8.52","12.11","296.8","4.41247",\N,"0.36","100","-11.5731","1.16"
"201510010310","10.5168","0.573363","9.10356","13.3779","10.5676","0.584864","9.25979","13.1334","10.5615","0.552875","8.63426","12.5265","299.621","4.51026","284.732","314.915","12.0411","0.0902155","11.8686","12.1416","10.4483","0.518305","8.58319","12.506","296.595","10.4118","10.68","0.68","8.09","12.84","295.9","4.69767","0.17","0.39","100","-11.4927","1.16"
"201510010320","10.2796","0.943349","7.33097","12.4471","10.301","0.960765","7.67081","12.317","10.2053","1.06109","7.08629","12.2597","300.42","3.7061","284.791","311.679","11.933","0.048998","11.8532","12.0136","10.0724","1.02119","7.02887","12.2875","297.798","10.0508","10.44","1.08","8.06","12.57","296.4","4.35171","0.11","0.45","100","-11.3424","1.16"
"201510010330","10.4097","0.815039","7.64645","12.3121","10.4543","0.847374","7.0511","12.4978","10.4233","0.854329","6.96207","12.7895","302.572","5.53521","286.486","316.064","11.9411","0.0404303","11.8801","12.0134","10.2642","0.83425","7.11079","12.5023","299.888","10.213","10.53","0.94","7.84","12.86","299.8","6.18674","0.08","0.44","100","-11.056","1.16"
"201510010340","9.73356","0.862135","6.74402","12.0297","9.74984","0.865735","6.94391","12.0413","9.70399","0.899009","6.67142","12.0431","296.762","4.79601","277.335","310.82","11.9871","0.0807578","11.8534","12.1271","9.60203","0.867679","6.44231","11.8338","293.722","9.5675","9.85","0.95","7.14","12.37","292.2","6.25105","-0.14","0.48","100","-10.4631","1.18"
"201510010350","9.79743","0.833196","6.87584","12.2975","9.85734","0.841506","6.9531","12.3505","9.83864","0.867864","7.10304","12.3114","304.131","4.94718","289.228","321.13","12.0518","0.0699129","11.9371","12.1734","9.64526","0.870604","6.61937","11.8239","301.801","9.60706","10","0.87","7.95","11.9","299.6","6.13189","-0.03","0.38","100","-9.7088","1.21"
"201510010400","9.54404","0.694844","7.36182","11.3809","9.56285","0.71326","7.30396","11.5454","9.50342","0.813442","6.82898","11.4378","298.009","6.98705","281.495","314.743","12.0551","0.0988775","11.8705","12.2575","9.4054","0.834688","6.43156","11.7802","295.155","9.32828","9.63","0.92","7.5","12.65","293.3","8.16558","-0.14","0.43","100","-9.47269","1.21"
"201510010410","9.96806","1.12132","7.25751","13.0398","9.98951","1.1463","7.28365","13.0243","9.9466","1.17182","6.80256","12.8537","299.902","4.12665","284.182","312.54","11.9094","0.0428725","11.8139","12.0042","9.8181","1.15032","6.05392","12.8708","296.984","9.79177","10.04","1.14","6.95","12.75","294.7","5.81418","-0.11","0.42","100","-10.1865","1.2"
"201510010420","10.0479","0.913279","7.456","12.4623","10.0719","0.9217","7.28112","12.5055","10.1274","0.876684","7.52303","12.1216","296.665","3.68729","285.728","310.842","11.848","0.0744487","11.7197","11.9791","10.0263","0.877075","7.71073","12.3075","293.544","10.0024","10.26","1.06","7.83","12.72","293.2","5.20973","0.04","0.57","100","-10.2901","1.19"
